manual_keys,index_column,en,cs,fr,de_en,de_cz,es,generated_keys,best_match_performed,best_match_found,en_copy,best_match_matchedTranslation,best_match_rating,best_match_keys,best_match_in_not_found
,241,Click on your value to understand more about it.,Klikn?te na svou hodnotu a dozvíte se o ní více.,Cliquez sur votre valeur afin d'en savoir plus ŕ ce sujet.,"Klicken Sie auf Ihren Wert, um mehr darüber zu erfahren.",Klicken Sie auf Ihren Wert und erfahren Sie mehr darüber.,Haga clic en su valor para comprender más al respecto.,values.card.summary,,,Click on your value to understand more about it.,,,,
,242,My values,Moje hodnoty,Mes valeurs,Meine Werte,Meine Werte,Mis valores,dashboard.cards.values.title.filled|values.aside.title|values.set.aside.title,,,My values,,,,
,243,Values selected,Vybrané hodnoty,Valeurs sélectionnées,Werte ausgewählt,Ausgewählte Werte,Valores seleccionados,,Performed,Found,Values selected,Intellectual,0.5,dict.talents.intellectual.name,
,244,Change my values,Zm?nit své hodnoty,Changer mes valeurs,Ändern Sie meine Werte,Ändern ihre Werte,Cambiar mis valores,values.aside.save,,,Change my values,,,,
,245,Sessions,Osobní rozvoj,Sessions,Sitzungen,Persönliche Entwicklung,Sesiones,main-menu.items.sessions|sessions.heading,,,Sessions,,,,
,246,Private session,Moje aktivita,Session privée,Private Sitzung,Meine Aktivität,Sesión privada,,Performed,Found,Private session,My session,0.5714285714285714,sessions.new.aside.title,
,247,My session,M?j rozvoj,Ma session,Meine Sitzung,Meine Entwicklung,Mi sesión,sessions.new.aside.title,,,My session,,,,
,248,Set area for your development,Ur?ete oblast pro sv?j rozvoj,Définir la zone pour votre développement,Stellen Sie den Bereich für Ihre Entwicklung fest,Bestimmen Sie den Bereich für Ihre Entwicklung,Establecer área para su desarrollo,sessions.new.steps.area.heading,,,Set area for your development,,,,
,249,Step,Krok,Étape,Schritt,Schritt,Paso,,Performed,Found,Step,Strategist,0.3333333333333333,dict.talents.strategist.name,
,250,Choose area,Vyberte oblast,Choisir le domaine,Wählen Sie den Bereich,Wählen Sie einen Bereich aus,Elegir el área,sessions.new.steps.area.label,,,Choose area,,,,
,251,Area for development,Oblast pro rozvoj,Zone de développement,Entwicklungsbereich,Entwicklungsbereich,Área para el desarrollo,sessions.new.steps.area.caption,,,Area for development,,,,
,252,Set long-term goal,Stanovit dlouhodobý cíl,Définir un objectif ŕ long terme,Langzeitziel setzen,Ein langfristiges Ziel setzen,Establecer un objetivo a largo plazo,sessions.new.steps.goal.label,,,Set long-term goal,,,,
,253,Goals give you focus,Cíle Vám dávají sm?r,Les objectifs vous canalisent,Ziele geben Ihnen den Fokus,Ziele geben Ihnen Anweisungen,Los objetivos te dan enfoque,sessions.new.steps.goal.caption,,,Goals give you focus,,,,
,254,Motivation,Motivace,Motivation,Motivation,Motivation,Motivación,sessions.new.steps.motivation.label,,,Motivation,,,,
,255,See yourself to excel,P?edstavte si jak jste v tom vynikáte,Vous voir exceller,"Sehen Sie sich, um sich zu übertreffen","Stellen Sie sich vor, wie Sie dabei sind",Mira a ti mismo para sobresalir,sessions.new.steps.motivation.caption,,,See yourself to excel,,,,
,256,Set action steps,Definujte si další kroky,Définir les différentes actions,Setzen Sie Aktionsschritte,Weitere Schritte definieren,Establecer pasos de acción,sessions.edit.steps.setaction.label|sessions.new.steps.actionsteps.label,,,Set action steps,,,,
,257,Be specific,Bu?te konkrétní,Ętre spécifique,Sei präzise,Sei genau,Se específico,sessions.new.steps.actionsteps.caption,,,Be specific,,,,
,258,Type your own area for growth,Zadejte svou vlastní oblast pro rozvoj,Tapez votre propre domaine de développement.,Geben Sie Ihr eigenes Wachstumsbereich ein,Geben Sie Ihren eigenen Bereich für die Entwicklung ein,Escriba su propia área para el crecimiento,sessions.new.steps.area.customarea.placeholder,,,Type your own area for growth,,,,
,259,End session,Ukon?it aktivitu,Session finale,Ende Sitzung,Beenden,Sesión final,sessions.new.aside.end-button,,,End session,,,,
,260,Set the long term goal,Definujte si dlouhodobý cíl,Définir votre objectif long-terme.,Setzen Sie das langfristige Ziel,Ein langfristiges Ziel definieren,Establecer el objetivo a largo plazo,sessions.new.steps.goal.heading,,,Set the long term goal,,,,
,261,Goals give you focus. Goals help you measure progress and stay motivated.,Cíle Vám dávají sm?r. Cíle Vám pomohou sledovat pokrok a z?stat motivovaní.,Les objectifs vous canalisent. Les objectifs vous aident ŕ mesurer votre avancement et ŕ rester motivé.,"Ziele geben Ihnen den Fokus. Ziele helfen Ihnen, den Fortschritt zu messen und motiviert zu bleiben.","Die Ziele geben Ihnen eine Richtung. Ziele werden Ihnen helfen, den Fortschritt zu folgen und motiviert zu bleiben.",Los objetivos te dan enfoque. Los objetivos lo ayudan a medir el progreso y mantenerse motivado.,sessions.new.steps.goal.perex,,,Goals give you focus. Goals help you measure progress and stay motivated.,,,,
,262,Show another example,Zobrazit další p?íklad,Montrer un autre exemple,Zeigen Sie ein anderes Beispiel,Sehen Sie sich ein anderes Beispiel an,Muestra otro ejemplo,,Performed,Found,Show another example,Enter the amount of credits you want to top up.,0.2962962962962963,team.credit.topup-modal.desc,team.credit.topup-modal.desc
,263,Motivation/visualization,Motivace/vizualizace,Motivation / visualisation,Motivation/Visualisierung,Motivation/Visualisierung,Motivación/visualización,sessions.new.steps.motivation.heading,,,Motivation/visualization,,,,
,264,Imagine a situation where you excel in this area.,"P?edstavte si situaci, kdy v této oblasti vynikáte.",Imaginez une situation dans le domaine oů vous excellez.,"Stellen Sie sich die Situation vor, in der Sie sich in diesem Bereich auszeichnen.","Stellen Sie sich eine Situation vor, in der Sie sich in diesem Bereich auszeichnen.",Imagine la situación en la que se destaca en esta área.,,Performed,Found,Imagine a situation where you excel in this area.,Imagine the situation where you excel in this area.,0.926829268292683,sessions.new.steps.motivation.perex,sessions.new.steps.motivation.perex
,265,Show another question,Ukázat další otázku,Montrer une autre question,Zeigen Sie eine andere Frage,Zeigen Sie eine andere Frage,Mostrar otra pregunta,,Performed,Found,Show another question,Questions,0.46153846153846156,assessment.menu.questions,
,266,Set your action steps,Definujte si své další kroky,Définissez votre action,Stellen Sie Ihre Aktionsschritte fest,Definieren Sie Ihre nächsten Schritte,Establezca sus pasos de acción,sessions.edit.steps.setaction.heading|sessions.new.steps.actionsteps.heading,,,Set your action steps,,,,
,267,"Create SMART goals (Specific, Measurable, Attainable, Realistic, Time-bound) - The more specific you can be with your action step, the higher the chance you’ll complete it.","Definujte si ""SMART"" cíle (Specific - Konkrétní, Measurable - M??itelné, Attainable - Dosažitelné, Realistic - Reálné, Time-bound - ?asov? definované). ?ím konkrétn?jší p?i jejich definování m?žete být, tím vyšší je šance, že jej dokon?íte.","Créez des objectifs SMART (spécifiques, mesurables, atteignables, réalistes, liés au temps) - plus vous pouvez ętre spécifique avec votre étape d'action, plus vous le compléterez.","Erstellen Sie intelligente Ziele (spezifisch, messbar, erreichbar, realistisch, zeitlich) - desto spezifischer können Sie mit Ihrem Aktionsschritt sein, desto höher ist die Wahrscheinlichkeit, dass Sie es ausfüllen.","Definieren Sie ""intelligente"" Ziele (spezifisch - spezifisch, messbar - messbar, ataainbar - erreichbar, realistisch - real, zeitgebunden - Zeit -definiert). Je spezifischer Sie bei der Definition sein können, desto höher ist die Wahrscheinlichkeit, dass Sie es vervollständigen.","Cree objetivos inteligentes (específicos, medibles, alcanzables, realistas, vinculados por el tiempo): cuanto más específicos pueda ser con su paso de acción, mayores serán las posibilidades de que lo complete.",sessions.new.steps.actionsteps.perex,,,"Create SMART goals (Specific, Measurable, Attainable, Realistic, Time-bound) - The more specific you can be with your action step, the higher the chance you’ll complete it.",,,,
,268,Label,Ozna?ení,Étiquette,Etikette,Bezeichnung,Etiqueta,action-steps.label.placeholder,,,Label,,,,
,269,Due date,Do kdy,Date d'échéance,Geburtstermin,Bis wann,Fecha de vencimiento,action-steps.due-date.label,,,Due date,,,,
,270,Add action,P?idejte aktivitu,Ajouter une action,Aktion hinzufügen,Aktivität hinzufügen,Agregar acción,action-steps.add-button,,,Add action,,,,
,271,Done,Hotovo,Terminé,Erledigt,Erledigt,Hecho,,Performed,Found,Done,Money,0.5714285714285714,dict.values.money.name,
,272,"Congratulations, you’ve completed your session!","Gratulujeme, dokon?ili jste relaci!","Félicitations, vous avez terminé votre session!","Herzlichen Glückwunsch, Sie haben Ihre Sitzung abgeschlossen!","Herzlichen Glückwunsch, Sie haben die Sitzung abgeschlossen!","Felicitaciones, ˇhas completado tu sesión!",sessions.steps.finished.title,,,"Congratulations, you’ve completed your session!",,,,
,273,Would you like to book the next session?,"Cht?li byste si ur?it, kdy budete mít další aktivitu osobního rozvoje?",Souhaitez-vous réserver votre prochaine session?,Möchten Sie den nächsten buchen?,"Möchten Sie feststellen, wann Sie eine andere persönliche Entwicklungsaktivität haben?",żTe gustaría reservar el próximo?,,Performed,Found,Would you like to book the next session?,Would you like to book the next one?,0.8333333333333334,sessions.steps.finished.perex,sessions.steps.finished.perex
,274,at,ve,ŕ,bei,In,en,sessions.steps.finished.datetime.separator,,,at,,,,
,275,Skip for now,Prozatím p?esko?it,Ignorer pour l'instant,Für jetzt überspringen,Überspringen,Omitir por ahora,sessions.steps.finished.button.skip,,,Skip for now,,,,
,276,Schedule the session,Naplánovat relaci,Planifiez ma session,Planen Sie die Sitzung,Sitzung,Programe la sesión,sessions.steps.finished.button.schedule,,,Schedule the session,,,,
,277,Unfinished session,Nedokon?ená relace,Session inachevée,Unvollendete Sitzung,Unvollendete Sitzung,Sesión inacabada,,Performed,Found,Unfinished session,End session,0.56,sessions.new.aside.end-button,
,278,You have an unfinished session. Do you want to continue this session or start the new one?,Máte nedokon?enou relaci. Chcete pokra?ovat v relaci nebo spustit novou?,Vous avez une session inachevée. Voulez-vous continuer cette session ou démarrer une nouvelle?,Sie haben eine unvollendete Sitzung. Möchten Sie mit der Sitzung fortfahren oder den neuen starten?,Sie haben eine unvollendete Sitzung. Möchten Sie die Sitzung fortsetzen oder eine neue betreiben?,Tienes una sesión inacabada. żQuieres continuar con la sesión o comenzar la nueva?,,Performed,Found,You have an unfinished session. Do you want to continue this session or start the new one?,"For you an idea is a link to the unknown, and you love to search for the connections to these links.",0.42105263157894735,dict.talents.ideamaker.positives.4,dict.talents.ideamaker.positives.4
,279,"Are you still aligned with your area for development and the long term goal? ",Jste stále zam??eni na svou nastavenou oblast pro rozvoj a dlouhodobý cíl?,Ętes-vous toujours d'accord avec votre domaine de développement et votre objectif ŕ long terme?,Sind Sie immer noch mit Ihrem Gebiet für die Entwicklung und das langfristige Ziel überein?,Konzentrieren Sie sich immer noch auf Ihren festgelegten Bereich für Entwicklung und langfristiges Ziel?,żTodavía está alineado con su área para el desarrollo y el objetivo a largo plazo?,,Performed,Found,"Are you still aligned with your area for development and the long term goal? ",Are you still aligned with your area for development and the long term goal?,1,sessions.edit.steps.align.heading,sessions.edit.steps.align.heading
,280,Become an active listener,Aktivn? lidem naslouchat,Ętre activement ŕ l'écoute des autres,Werden Sie ein aktiver Zuhörer,Hören Sie aktiv auf Menschen,Conviértete en un oyente activo,dict.areas.1,,,Become an active listener,,,,
,281,Become more efficient,Stát se efektivn?jší,Devenir plus efficace,Effizienter werden,Effektiver werden,Volverse más eficiente,dict.areas.2,,,Become more efficient,,,,
,282,"Show appreciation, recognition and empathy for your team",Ukažte uznání a empatii pro sv?j tým,"Faire preuve d'appréciation, de reconnaissance et d'empathie envers votre équipe","Zeigen Sie Wertschätzung, Anerkennung und Empathie für Ihr Team",Zeigen Sie Anerkennung und Empathie für Ihr Team,"Mostrar aprecio, reconocimiento y empatía por su equipo",dict.areas.3,,,"Show appreciation, recognition and empathy for your team",,,,
,283,"Be honest, transparent and accountable","Bu?te up?ímní, transparentní a odpov?dní","Soyez honnęte, transparent et responsable","Seien Sie ehrlich, transparent und rechenschaftspflichtig","Seien Sie ehrlich, transparent und verantwortungsbewusst","Sea honesto, transparente y responsable",dict.areas.4,,,"Be honest, transparent and accountable",,,,
,284,Be an effective communicator,Být efektivním ?e?níkem,Ętre un orateur efficace,Ein wirksamer Kommunikator sein,Ein wirksamer Sprecher sein,Ser un comunicador efectivo,dict.areas.5,,,Be an effective communicator,,,,
,285,Being more assertive,Být asertivn?jší,Ętre plus affirmé,Durchsetzungsfähiger sein,Durchsetzungsfähiger sein,Ser más asertivo,dict.areas.6,,,Being more assertive,,,,
,286,Negotiate effectively,Efektivn? vyjednávat,Négocier efficacement,Effektiv verhandeln,Aktiv verhandeln,Negociar efectivamente,dict.areas.7,,,Negotiate effectively,,,,
,287,Be more self-confident,Být sebev?dom?jší,Ętre plus sűr de soi,Sei selbstbewusster,Sei selbstbewusster,Estar más seguro de sí mismo,dict.areas.8,,,Be more self-confident,,,,
,288,Apply critical thinking,Užívat kritické myšlení,Utiliser la pensée critique,Kritisches Denken anwenden,Verwenden Sie kritisches Denken,Aplicar pensamiento crítico,dict.areas.9,,,Apply critical thinking,,,,
,289,Learn to listen,Nau?it se naslouchat,Apprendre ŕ écouter,Lerne zuzuhören,Lerne zuzuhören,Aprender a escuchar,,Performed,Found,Learn to listen,Learning,0.42105263157894735,dict.values.learning.name,
,290,Focus on building relationship,Zam??it se na budování vztah?,Se concentrer sur la création de liens,Konzentration auf den Aufbau von Beziehung,Konzentrieren Sie sich auf den Aufbau von Beziehungen,Concéntrese en la relación de construcción,sessions.new.steps.goal.focusedlist.1,,,Focus on building relationship,,,,
,291,Practice confidence,Budovat sebev?domí,Etablir la confiance,Vertrauen üben,Vertrauen,Practicar confianza,,Performed,Found,Practice confidence,Be more self-confident,0.3888888888888889,dict.areas.8,
,292,Learn to take constructive criticism,Nau?it se p?ijímat konstruktivní kritiku,Apprendre ŕ accepter la critique positive.,"Lernen Sie, konstruktive Kritik zu nehmen",Lerne konstruktive Kritik zu akzeptieren,Aprender a tomar críticas constructivas,,Performed,Found,Learn to take constructive criticism,Be an effective communicator,0.36363636363636365,dict.areas.5,
,293,Discover your team members' personal strengths,Objevit silné stránky ?len? svého týmu,Découvrir les atouts personnels des membres de votre équipe.,Entdecken Sie die persönlichen Stärken Ihrer Teammitglieder,Entdecken Sie die Stärken ihrer Teammitglieder,Descubra las fortalezas personales de los miembros de su equipo,,Performed,Found,Discover your team members' personal strengths,Manage your team members here,0.53125,team.members.sub,team.members.sub
,294,Develop a growth mindset,Rozvíjet myšlení r?stu,Développer un état d'esprit de croissance.,Eine Wachstumskindung entwickeln,Wachstumsdenken entwickeln,Desarrollar una mentalidad de crecimiento,,Performed,Found,Develop a growth mindset,Self-developer,0.30303030303030304,dict.talents.selfDeveloper.name,dict.talents.selfDeveloper.name
,295,Build a dynamic team,Vytvo?it dynamický tým,Mettre en place une équipe dynamique.,Bauen Sie ein dynamisches Team auf,Erstellen Sie ein dynamisches Team,Construir un equipo dinámico,,Performed,Found,Build a dynamic team,Family,0.2857142857142857,dict.values.family.name,
,296,Once there is a positive change - describe the people surrounding you–in your business and personal life.,"Jakmile dojde k pozitivní zm?n? - p?edstavte si a popište lidi, kte?í vás obklopují - ve Vašem profesním a osobním život?. Jak budou reagovat?",Dčs lors qu'il y a un changement positif - décrivez-vous aux personnes qui vous entourent - dans votre vie professionnelle et personnelle.,"Sobald es eine positive Veränderung gibt - beschreiben Sie die Menschen, die Sie umgeben - in Ihrem Geschäft und Ihrem persönlichen Leben.","Sobald es eine positive Veränderung gibt - stellen Sie sich die Menschen vor und beschreiben Sie die Menschen, die Sie umgeben - in Ihrem beruflichen und persönlichen Leben. Wie werden sie reagieren?","Una vez que hay un cambio positivo, describa las personas que lo rodean, en su vida comercial y personal.",,Performed,Found,Once there is a positive change - describe the people surrounding you–in your business and personal life.,"Understanding people is something you are good at, and it gives you pleasure to help them.",0.48148148148148145,dict.talents.coach.positives.5,
,297,Once there is a positive change - what is the atmosphere in your business and personal life? How do you contribute to that atmosphere?,Jakmile dojde k pozitivní zm?n? - jaká je atmosféra ve Vašem profesním a osobním život?? Jak p?ispíváte k této atmosfé?e?7,Dčs lors qu'il y a un changement positif - quel est l'ambiance dans votre entreprise et votre vie privée? Comment impactez-vous cette ambiance?,Sobald es eine positive Veränderung gibt - wie hoch ist die Atmosphäre in Ihrem Geschäft und Ihrem persönlichen Leben? Wie tragen Sie zu dieser Atmosphäre bei?,Sobald es eine positive Veränderung gibt - wie ist die Atmosphäre in Ihrem beruflichen und persönlichen Leben? Wie tragen Sie zu dieser Atmosphäre bei? 7,Una vez que hay un cambio positivo: żcuál es la atmósfera en su vida comercial y personal? żCómo contribuyes a esa atmósfera?,,Performed,Found,Once there is a positive change - what is the atmosphere in your business and personal life? How do you contribute to that atmosphere?,"Getting other people's attention is what drives you, try to include images and metaphors into your story telling to make it more vivid.",0.46846846846846846,dict.talents.communicator.tips.3,
,298,Once there is a positive change - what are you most proud of?,Jakmile dojde k pozitivní zm?n? - na co jste nejvíce hrdí?,Dčs lors qu'il y a un changement positif - de quoi ętes-vous le plus fier ?,Sobald es eine positive Veränderung gibt - worauf sind Sie am stolzesten?,Sobald es eine positive Veränderung gibt - worauf sind Sie am stolzesten?,"Una vez que hay un cambio positivo, żde qué estás más orgulloso?",,Performed,Found,Once there is a positive change - what are you most proud of?,Imagine the situation where you excel in this area.,0.4,sessions.new.steps.motivation.perex,sessions.new.steps.motivation.perex
,299,"Once there is a positive change - when somebody asks you for mentoring advice, what do you tell them?","Jakmile dojde k pozitivní zm?n? - když vás n?kdo jako mentora požádá o radu, co jim ?eknete?","Une fois qu'il y a un changement positif - lorsque quelqu'un vous demande des conseils d'encadrement, que lui dites-vous?","Wenn es eine positive Veränderung gibt - wenn jemand Sie um Mentoring -Ratschläge bittet, was sagen Sie ihnen?","Sobald es eine positive Veränderung gibt - wenn jemand als Mentor Sie um Rat bittet, was sagen Sie ihm?","Una vez que hay un cambio positivo: cuando alguien le pide consejos de tutoría, żqué les dice?",,Performed,Found,"Once there is a positive change - when somebody asks you for mentoring advice, what do you tell them?","You like it when someone challenges your thinking, so you can dig even more deeply into the matter.",0.4539877300613497,dict.talents.intellectual.positives.6,
,300,Once there is a positive change - describe the steps you had to take to get to where you are.,"Jakmile dojde k pozitivní zm?n? - popište kroky, které jste museli podniknout, abyste se dostali tam, kam jste cht?li.",Une fois qu'il y a un changement positif - décrivez les étapes suivies afin d'en arriver lŕ oů vous ętes.,"Sobald es eine positive Veränderung gibt - beschreiben Sie die Schritte, die Sie unternehmen mussten, um dorthin zu gelangen, wo Sie sich befinden.","Sobald es eine positive Veränderung gibt - beschreiben Sie die Schritte, die Sie unternehmen mussten, um dorthin zu gelangen, wo Sie wollten.",Una vez que hay un cambio positivo: describa los pasos que tuvo que tomar para llegar a donde está.,,Performed,Found,Once there is a positive change - describe the steps you had to take to get to where you are.,"Getting other people's attention is what drives you, try to include images and metaphors into your story telling to make it more vivid.",0.43243243243243246,dict.talents.communicator.tips.3,
,301,Once there is a positive change - what would you have done differently to get here?,"Jakmile dojde k pozitivní zm?n? - je n?co, co byste ud?lali jinak, abyste se dostali tam, kam jste cht?li?",Une fois qu'il y a un changement positif - qu'auriez-vous fait différemment afin d'en arriver lŕ?,"Sobald es eine positive Veränderung gibt - was hätten Sie anders gemacht, um hierher zu kommen?","Sobald es eine positive Veränderung gibt - gibt es etwas, das Sie anders tun würden, um dorthin zu gelangen, wo Sie wollten?","Una vez que hay un cambio positivo, żqué habría hecho de manera diferente para llegar aquí?",,Performed,Found,Once there is a positive change - what would you have done differently to get here?,You have the ability to summarize different points which can help others to understand the situation more clearly.,0.4539877300613497,dict.talents.communicator.positives.4,
,302,"When you think about your first steps, what will be your benefit and when? How can you measure the progress?","Když za myslíte nad svými prvními kroky, jaký p?ínos z nich o?ekáváte a kdy? Jak m?žete m??it sv?j pokrok?","Lorsque vous pensez ŕ vos premiers pas, quel sera votre avantage et quand? Comment pouvez-vous mesurer votre progrčs?","Wenn Sie über Ihre ersten Schritte nachdenken, was wird Ihr Vorteil sein und wann? Wie können Sie den Fortschritt messen?","Welchen Vorteil erwarten Sie und wann, wenn Sie über Ihre ersten Schritte nachdenken? Wie können Sie Ihren Fortschritt messen?","Cuando piensas en tus primeros pasos, żcuál será tu beneficio y cuándo? żCómo puedes medir el progreso?",,Performed,Found,"When you think about your first steps, what will be your benefit and when? How can you measure the progress?",You love it when you face challenges and when you can think a few steps ahead.,0.4666666666666667,dict.talents.strategist.positives.2,
,303,Who will be the first to notice your progress? What will they tell you?,"Kdo bude první, kdo si všimne Vašeho pokroku? Co myslíte, že Vám ?eknou?",Qui sera le premier ŕ remarquer vos progrčs? Que vont-ils vous dire?,"Wer wird der erste sein, der Ihren Fortschritt bemerkt? Was werden sie dir sagen?","Wer wird der erste sein, der Ihren Fortschritt bemerkt? Was glaubst du, werden sie es dir sagen?",żQuién será el primero en notar su progreso? żQué te dirán?,,Performed,Found,Who will be the first to notice your progress? What will they tell you?,Where others see only problems you have the ability to see patterns.,0.40707964601769914,dict.talents.strategist.positives.4,
,304,"When you start, what will you enjoy about it?","Až za?nete se svými kroky, co Vás b?hem toho bude t?šit?","Quand vous commencerez, qu'apprécierez-vous ŕ ce sujet?","Was werden Sie daran genießen, wenn Sie anfangen?","Was werden Sie bitte, wenn Sie mit Ihren Schritten beginnen?","Cuando comiences, żqué disfrutarás de eso?",,Performed,Found,"When you start, what will you enjoy about it?",You are happy about what you have.,0.4126984126984127,dict.talents.positive.positives.3,
,305,"When you work on it for a month, what will you get?","Až na tom budete pracovat m?síc, co tím získáte?","Lorsque vous y aurez travaillé déjŕ un mois, qu'obtiendrez-vous?","Was bekommen Sie, wenn Sie einen Monat lang daran arbeiten?","Was bekommen Sie, wenn Sie einen Monat lang daran arbeiten?","Cuando trabajas en ello durante un mes, żqué obtendrás?",,Performed,Found,"When you work on it for a month, what will you get?",You don't like it when you are told what to do and when somoene controls your actions.,0.3333333333333333,dict.talents.selfBeliever.positives.4,
,306,How do you feel when you excel in it?,"Jak se budete cítít, až v tom budete vynikat?",Que ressentez-vous quand vous y excellez?,"Wie fühlst du dich, wenn du dich darin auszeichnet?","Wie wirst du dich fühlen, wenn du auffällt?",żCómo te sientes cuando te destacas?,,Performed,Found,How do you feel when you excel in it?,See yourself to excel,0.35555555555555557,sessions.new.steps.motivation.caption,
,307,How can your strengths help you to achieve excellence in that?,Jak vám k ideálnímu stavu mohou dopomoct Vaše silné stránky?,Comment vos forces peuvent-elles vous aider ŕ atteindre l'excellence dans ce domaine?,"Wie können Sie Ihre Sträune Ihnen helfen, darin hervorragende Leistungen zu erzielen?",Wie können Ihre Stärken Ihnen zum idealen Zustand helfen?,żCómo pueden sus fortalezas ayudarlo a lograr la excelencia en eso?,,Performed,Found,How can your strengths help you to achieve excellence in that?,You love it when you face challenges and when you can think a few steps ahead.,0.4247787610619469,dict.talents.strategist.positives.2,
,308,Area and goal,Oblast a cíl,Domaine et objectif,Bereich und Ziel,Bereich und Ziel,Área y objetivo,sessions.edit.steps.align.label,,,Area and goal,,,,
,309,Are you aligned with the area and the goal?,Jste v souladu s oblastí rozvoje a cílem?,Ętes-vous en accord avec le domaine et l'objectif?,Sind Sie auf die Gegend und das Ziel ausgerichtet?,Stimmen Sie mit dem Entwicklungsbereich und dem Ziel überein?,żEstás alineado con el área y el objetivo?,,Performed,Found,Are you aligned with the area and the goal?,Are you still aligned with your area for development and the long term goal?,0.5625,sessions.edit.steps.align.heading,sessions.edit.steps.align.heading
,310,Reflect,Ohlédnutí,Réflexion,Reflektieren,Zurückschauen,Reflejar,sessions.edit.steps.reflect.label,,,Reflect,,,,
,311,Reflection on the last session,Reflexe poslední relace,Réflexion sur la derničre session,Reflexion in der letzten Sitzung,Reflexion der letzten Sitzung,Reflexión sobre la última sesión,sessions.edit.steps.reflect.heading,,,Reflection on the last session,,,,
,312,Set action steps,Nastavit další kroky,Définissez les actions,Setzen Sie Aktionsschritte,Richten Sie die nächsten Schritte ein,Establecer pasos de acción,sessions.edit.steps.setaction.label|sessions.new.steps.actionsteps.label,,,Set action steps,,,,
,313,Be specific,Bu?te konkrétní,Soyez spécifique,Sei präzise,Sei genau,Se específico,sessions.new.steps.actionsteps.caption,,,Be specific,,,,
,314,What did you specifically learn from the last session?,"Co jste se konkrétn? nau?ili od posledního rozvoje, který jste tady m?li?",Qu'avez-vous précisément appris de la derničre session?,Was haben Sie aus der letzten Sitzung speziell gelernt?,"Was haben Sie seit der letzten Entwicklung, die Sie hier hatten, speziell gelernt?",żQué aprendiste específicamente de la última sesión?,,Performed,Found,What did you specifically learn from the last session?,Reflection on the last session,0.42857142857142855,sessions.edit.steps.reflect.heading,
,315,What were you happy with?,S ?ím jste byli spokojeni?,De quoi ętes-vous satisfait?,Womit warst du glücklich?,Womit warst du zufrieden?,żCon qué estabas feliz?,,Performed,Found,What were you happy with?,You are happy about what you have.,0.46808510638297873,dict.talents.positive.positives.3,
,316,What could you have done better?,Co jste mohli ud?lat lépe?,Qu'auriez-vous pu faire mieux?,Was hätten wir es besser machen können?,Was könntest du es besser machen?,żQué podríamos haber hecho mejor?,,Performed,Found,What could you have done better?,You hate to leave unsolved issues behind you.,0.4126984126984127,dict.talents.solver.positives.4,
,317,What did you do right to make the action steps successful?,"Co jste ud?lali správn?, aby byly Vaše aktivity úsp?šné?",Qu'avez-vous bien fait afin de réaliser les tâches avec succčs?,"Was haben Sie richtig gemacht, um die Aktionsschritte erfolgreich zu machen?","Was haben Sie richtig gemacht, um Ihre Aktivitäten erfolgreich zu machen?",żQué hiciste bien para que los pasos de acción fueran exitosos?,,Performed,Found,What did you do right to make the action steps successful?,Set your action steps,0.40625,"sessions.edit.steps.setaction.heading,sessions.new.steps.actionsteps.heading",
,318,What issues did you encounter from the last session?,S jakými problémy jste se setkali od svého posledního rozvoje tady?,Quels problčmes avez-vous rencontrés depuis la derničre session?,Welche Probleme haben Sie aus der letzten Sitzung begegnet?,Welche Probleme haben Sie seit Ihrer letzten Entwicklung hier aufgetreten?,żQué problemas encontraste de la última sesión?,,Performed,Found,What issues did you encounter from the last session?,Reflection on the last session,0.4411764705882353,sessions.edit.steps.reflect.heading,
,319,Were there skills you felt you needed but didn't have?,"Objevily se dovednosti, u kterých jste si uv?domili, že Vám schází?","Y avait-il des compétences dont vous auriez-eu besoin, mais n'aviez pas?","Gab es Fähigkeiten, die Sie brauchten, die Sie brauchten, aber nicht hatten?","Hat die Fähigkeiten, die Sie merkt haben, dass Sie vermisst wurden?",żHubo habilidades que sentías que necesitabas pero no tenías?,,Performed,Found,Were there skills you felt you needed but didn't have?,"Once you form your idea, you feel you need to share it with others.",0.3917525773195876,dict.talents.leader.positives.4,dict.talents.leader.positives.4
,320,What suggestions do you have for future action steps?,Jaké návrhy máte pro sv?j budoucí rozvoj?,Quelles suggestions avez-vous pour les tâches suivantes?,Welche Vorschläge haben Sie für zukünftige Aktionsschritte?,Welche Designs haben Sie für Ihre zukünftige Entwicklung?,żQué sugerencias tienes para futuros pasos de acción?,,Performed,Found,What suggestions do you have for future action steps?,Set your action steps,0.4262295081967213,"sessions.edit.steps.setaction.heading,sessions.new.steps.actionsteps.heading",
,321,They should be achievable and measurable.,M?ly by být dosažitelné a m??itelné.,Ils devraient ętre réalisables et mesurables.,Sie sollten erreichbar und messbar sein.,Sie sollten erreichbar und messbar sein.,Deben ser alcanzables y medibles.,sessions.edit.steps.setaction.perex,,,They should be achievable and measurable.,,,,
,322,Language,Jazyk,Langue,Sprache,Sprache,Idioma,coaches.filter.language.label|settings.general.field.language,,,Language,,,,
,323,Field,Oblast,Domaine,Gebiet,Region,Campo,coaches.filter.field.label,,,Field,,,,
,324,Experience,Zkušenosti,Expériences,Erfahrung,Erfahrungen,Experiencia,coaches.filter.experience.label,,,Experience,,,,
